source,target,type,relationship_type,source_type,priority_score
41941887,42518724,SAME_TYPE,ENTITY,synthetic,
41941887,42523128,SAME_TYPE,ENTITY,synthetic,
41941887,42525316,SAME_TYPE,ENTITY,synthetic,
41941887,42619722,SAME_TYPE,ENTITY,synthetic,
41941887,42798679,SAME_TYPE,ENTITY,synthetic,
41941887,427628,SAME_TYPE,ENTITY,synthetic,
41944252,41959844,SAME_TYPE,ENTITY,synthetic,
41944252,419735,SAME_TYPE,ENTITY,synthetic,
41944252,42005270,SAME_TYPE,ENTITY,synthetic,
41944252,42062675,SAME_TYPE,ENTITY,synthetic,
41944252,42162738,SAME_TYPE,ENTITY,synthetic,
41944252,42256448,SAME_TYPE,ENTITY,synthetic,
41944252,42257570,SAME_TYPE,ENTITY,synthetic,
41944252,423809,SAME_TYPE,ENTITY,synthetic,
41944252,423833,SAME_TYPE,ENTITY,synthetic,
41944252,4238484,SAME_TYPE,ENTITY,synthetic,
41944252,42253272,SAME_TYPE,ENTITY,synthetic,
41944252,42602167,SAME_TYPE,ENTITY,synthetic,
41944252,424274,SAME_TYPE,ENTITY,synthetic,
41944252,42433646,SAME_TYPE,ENTITY,synthetic,
41944252,4249942,SAME_TYPE,ENTITY,synthetic,
41944252,42535,SAME_TYPE,ENTITY,synthetic,
41944252,426405,SAME_TYPE,ENTITY,synthetic,
41944252,428041,SAME_TYPE,ENTITY,synthetic,
41944252,4282331,SAME_TYPE,ENTITY,synthetic,
41944252,42747621,SAME_TYPE,ENTITY,synthetic,
41944252,42978254,SAME_TYPE,ENTITY,synthetic,
41954257,41959844,SAME_TYPE,ENTITY,synthetic,
41954257,42062675,SAME_TYPE,ENTITY,synthetic,
41954257,42063961,SAME_TYPE,ENTITY,synthetic,
41954257,42064801,SAME_TYPE,ENTITY,synthetic,
41954257,42166088,SAME_TYPE,ENTITY,synthetic,
41954257,42178545,SAME_TYPE,ENTITY,synthetic,
41954257,42194331,SAME_TYPE,ENTITY,synthetic,
41954257,42268800,SAME_TYPE,ENTITY,synthetic,
41954257,423940,SAME_TYPE,ENTITY,synthetic,
41954257,42406183,SAME_TYPE,ENTITY,synthetic,
41954257,42410849,SAME_TYPE,ENTITY,synthetic,
41954257,42121191,SAME_TYPE,ENTITY,synthetic,
41954257,42490512,SAME_TYPE,ENTITY,synthetic,
41954257,424274,SAME_TYPE,ENTITY,synthetic,
41954257,42438131,SAME_TYPE,ENTITY,synthetic,
41954257,4249765,SAME_TYPE,ENTITY,synthetic,
41954257,42654916,SAME_TYPE,ENTITY,synthetic,
41954257,426595,SAME_TYPE,ENTITY,synthetic,
41954257,42676113,SAME_TYPE,ENTITY,synthetic,
41954257,42629029,SAME_TYPE,ENTITY,synthetic,
41954257,42795668,SAME_TYPE,ENTITY,synthetic,
41958151,41968880,SAME_TYPE,ENTITY,synthetic,
41958151,42053995,SAME_TYPE,ENTITY,synthetic,
41958151,42063961,SAME_TYPE,ENTITY,synthetic,
41958151,42090008,SAME_TYPE,ENTITY,synthetic,
41958151,42162738,SAME_TYPE,ENTITY,synthetic,
41958151,42178545,SAME_TYPE,ENTITY,synthetic,
41958151,421860,SAME_TYPE,ENTITY,synthetic,
41958151,421896,SAME_TYPE,ENTITY,synthetic,
41958151,42275214,SAME_TYPE,ENTITY,synthetic,
41958151,423940,SAME_TYPE,ENTITY,synthetic,
41958151,42284392,SAME_TYPE,ENTITY,synthetic,
41958151,42419933,SAME_TYPE,ENTITY,synthetic,
41958151,42428263,SAME_TYPE,ENTITY,synthetic,
41958151,42460866,SAME_TYPE,ENTITY,synthetic,
41958151,42293225,SAME_TYPE,ENTITY,synthetic,
41958151,42321260,SAME_TYPE,ENTITY,synthetic,
41958151,426549,SAME_TYPE,ENTITY,synthetic,
41958151,42683614,SAME_TYPE,ENTITY,synthetic,
41958151,42618611,SAME_TYPE,ENTITY,synthetic,
41958151,42619722,SAME_TYPE,ENTITY,synthetic,
41958151,42629029,SAME_TYPE,ENTITY,synthetic,
41958151,42798679,SAME_TYPE,ENTITY,synthetic,
41958151,428156,SAME_TYPE,ENTITY,synthetic,
41958151,428181,SAME_TYPE,ENTITY,synthetic,
41958151,42750382,SAME_TYPE,ENTITY,synthetic,
41958151,427536,SAME_TYPE,ENTITY,synthetic,
41958151,42980506,SAME_TYPE,ENTITY,synthetic,
41959844,41966522,SAME_TYPE,ENTITY,synthetic,
41959844,4196892,SAME_TYPE,ENTITY,synthetic,
41959844,421860,SAME_TYPE,ENTITY,synthetic,
41959844,42187699,SAME_TYPE,ENTITY,synthetic,
41959844,423809,SAME_TYPE,ENTITY,synthetic,
41959844,42392107,SAME_TYPE,ENTITY,synthetic,
41959844,42406183,SAME_TYPE,ENTITY,synthetic,
41959844,42707362,SAME_TYPE,ENTITY,synthetic,
41959844,424274,SAME_TYPE,ENTITY,synthetic,
41959844,42455270,SAME_TYPE,ENTITY,synthetic,
41959844,4245955,SAME_TYPE,ENTITY,synthetic,
41959844,42460866,SAME_TYPE,ENTITY,synthetic,
41959844,4249765,SAME_TYPE,ENTITY,synthetic,
41959844,42535,SAME_TYPE,ENTITY,synthetic,
41959844,42539895,SAME_TYPE,ENTITY,synthetic,
41959844,42293225,SAME_TYPE,ENTITY,synthetic,
41959844,42297368,SAME_TYPE,ENTITY,synthetic,
41959844,42653583,SAME_TYPE,ENTITY,synthetic,
41959844,42657825,SAME_TYPE,ENTITY,synthetic,
41959844,426595,SAME_TYPE,ENTITY,synthetic,
41959844,42676113,SAME_TYPE,ENTITY,synthetic,
41959844,427536,SAME_TYPE,ENTITY,synthetic,
41959844,42760,SAME_TYPE,ENTITY,synthetic,
41959844,427628,SAME_TYPE,ENTITY,synthetic,
41959844,42783540,SAME_TYPE,ENTITY,synthetic,
41959844,42980506,SAME_TYPE,ENTITY,synthetic,
41959844,42984245,SAME_TYPE,ENTITY,synthetic,
41962755,42005270,SAME_TYPE,ENTITY,synthetic,
41962755,42063961,SAME_TYPE,ENTITY,synthetic,
41962755,42166088,SAME_TYPE,ENTITY,synthetic,
41962755,42256685,SAME_TYPE,ENTITY,synthetic,
41962755,42707362,SAME_TYPE,ENTITY,synthetic,
41962755,4245955,SAME_TYPE,ENTITY,synthetic,
41962755,42460866,SAME_TYPE,ENTITY,synthetic,
41962755,42653583,SAME_TYPE,ENTITY,synthetic,
41962755,42662412,SAME_TYPE,ENTITY,synthetic,
41962755,42690068,SAME_TYPE,ENTITY,synthetic,
41962755,42691457,SAME_TYPE,ENTITY,synthetic,
41962755,42703173,SAME_TYPE,ENTITY,synthetic,
41962755,42795668,SAME_TYPE,ENTITY,synthetic,
41962755,42801205,SAME_TYPE,ENTITY,synthetic,
41962755,42803906,SAME_TYPE,ENTITY,synthetic,
41962755,42750382,SAME_TYPE,ENTITY,synthetic,
41962755,42773458,SAME_TYPE,ENTITY,synthetic,
41962755,42972401,SAME_TYPE,ENTITY,synthetic,
41962755,42978254,SAME_TYPE,ENTITY,synthetic,
41963727,41985844,SAME_TYPE,ENTITY,synthetic,
41963727,42055230,SAME_TYPE,ENTITY,synthetic,
41963727,42091301,SAME_TYPE,ENTITY,synthetic,
41963727,42164534,SAME_TYPE,ENTITY,synthetic,
41963727,42178545,SAME_TYPE,ENTITY,synthetic,
41963727,42187699,SAME_TYPE,ENTITY,synthetic,
41963727,4238484,SAME_TYPE,ENTITY,synthetic,
41963727,42070430,SAME_TYPE,ENTITY,synthetic,
41963727,42438131,SAME_TYPE,ENTITY,synthetic,
41963727,4249942,SAME_TYPE,ENTITY,synthetic,
41963727,42509590,SAME_TYPE,ENTITY,synthetic,
41963727,42539895,SAME_TYPE,ENTITY,synthetic,
41963727,42321260,SAME_TYPE,ENTITY,synthetic,
41963727,426509,SAME_TYPE,ENTITY,synthetic,
41963727,42654916,SAME_TYPE,ENTITY,synthetic,
41963727,42690068,SAME_TYPE,ENTITY,synthetic,
41963727,42618611,SAME_TYPE,ENTITY,synthetic,
41963727,428041,SAME_TYPE,ENTITY,synthetic,
41963727,428181,SAME_TYPE,ENTITY,synthetic,
41963727,427516,SAME_TYPE,ENTITY,synthetic,
41963727,42760,SAME_TYPE,ENTITY,synthetic,
41963727,42773458,SAME_TYPE,ENTITY,synthetic,
41963727,42972401,SAME_TYPE,ENTITY,synthetic,
41963727,42984245,SAME_TYPE,ENTITY,synthetic,
41966522,419735,SAME_TYPE,ENTITY,synthetic,
41966522,41994263,SAME_TYPE,ENTITY,synthetic,
41966522,42048570,SAME_TYPE,ENTITY,synthetic,
41966522,420595,SAME_TYPE,ENTITY,synthetic,
41966522,42062675,SAME_TYPE,ENTITY,synthetic,
41966522,42063961,SAME_TYPE,ENTITY,synthetic,
41966522,42064801,SAME_TYPE,ENTITY,synthetic,
41966522,421206,SAME_TYPE,ENTITY,synthetic,
41966522,42165259,SAME_TYPE,ENTITY,synthetic,
41966522,42162273,SAME_TYPE,ENTITY,synthetic,
41966522,42433646,SAME_TYPE,ENTITY,synthetic,
41966522,42460866,SAME_TYPE,ENTITY,synthetic,
41966522,42508934,SAME_TYPE,ENTITY,synthetic,
41966522,42297368,SAME_TYPE,ENTITY,synthetic,
41966522,42654916,SAME_TYPE,ENTITY,synthetic,
41966522,42691457,SAME_TYPE,ENTITY,synthetic,
41966522,42697847,SAME_TYPE,ENTITY,synthetic,
41966522,42629769,SAME_TYPE,ENTITY,synthetic,
41966522,42795668,SAME_TYPE,ENTITY,synthetic,
41966522,42803906,SAME_TYPE,ENTITY,synthetic,
41966522,428181,SAME_TYPE,ENTITY,synthetic,
41966522,42980506,SAME_TYPE,ENTITY,synthetic,
41968880,42052337,SAME_TYPE,ENTITY,synthetic,
41968880,42189409,SAME_TYPE,ENTITY,synthetic,
41968880,42256448,SAME_TYPE,ENTITY,synthetic,
41968880,42266980,SAME_TYPE,ENTITY,synthetic,
41968880,423940,SAME_TYPE,ENTITY,synthetic,
41968880,42410849,SAME_TYPE,ENTITY,synthetic,
41968880,42419933,SAME_TYPE,ENTITY,synthetic,
41968880,42455270,SAME_TYPE,ENTITY,synthetic,
41968880,42508934,SAME_TYPE,ENTITY,synthetic,
41968880,42525316,SAME_TYPE,ENTITY,synthetic,
41968880,42539895,SAME_TYPE,ENTITY,synthetic,
41968880,42697847,SAME_TYPE,ENTITY,synthetic,
41968880,42703173,SAME_TYPE,ENTITY,synthetic,
41968880,42619722,SAME_TYPE,ENTITY,synthetic,
41968880,428041,SAME_TYPE,ENTITY,synthetic,
41968880,427516,SAME_TYPE,ENTITY,synthetic,
41968880,42779199,SAME_TYPE,ENTITY,synthetic,
4196892,419735,SAME_TYPE,ENTITY,synthetic,
4196892,41985844,SAME_TYPE,ENTITY,synthetic,
4196892,42091269,SAME_TYPE,ENTITY,synthetic,
4196892,42256685,SAME_TYPE,ENTITY,synthetic,
4196892,42266980,SAME_TYPE,ENTITY,synthetic,
4196892,423940,SAME_TYPE,ENTITY,synthetic,
4196892,42284392,SAME_TYPE,ENTITY,synthetic,
4196892,424206,SAME_TYPE,ENTITY,synthetic,
4196892,42433646,SAME_TYPE,ENTITY,synthetic,
4196892,4245955,SAME_TYPE,ENTITY,synthetic,
4196892,4249765,SAME_TYPE,ENTITY,synthetic,
4196892,42523128,SAME_TYPE,ENTITY,synthetic,
4196892,42297368,SAME_TYPE,ENTITY,synthetic,
4196892,42654916,SAME_TYPE,ENTITY,synthetic,
4196892,42795668,SAME_TYPE,ENTITY,synthetic,
4196892,4280465,SAME_TYPE,ENTITY,synthetic,
4196892,42747621,SAME_TYPE,ENTITY,synthetic,
4196892,42779199,SAME_TYPE,ENTITY,synthetic,
4196892,42980855,SAME_TYPE,ENTITY,synthetic,
419725,41994263,SAME_TYPE,ENTITY,synthetic,
419725,42205304,SAME_TYPE,ENTITY,synthetic,
419725,42268800,SAME_TYPE,ENTITY,synthetic,
419725,42271,SAME_TYPE,ENTITY,synthetic,
419725,42275214,SAME_TYPE,ENTITY,synthetic,
419725,423809,SAME_TYPE,ENTITY,synthetic,
419725,423833,SAME_TYPE,ENTITY,synthetic,
419725,42405088,SAME_TYPE,ENTITY,synthetic,
419725,422074,SAME_TYPE,ENTITY,synthetic,
419725,42284392,SAME_TYPE,ENTITY,synthetic,
419725,42419933,SAME_TYPE,ENTITY,synthetic,
419725,42525316,SAME_TYPE,ENTITY,synthetic,
419725,42293225,SAME_TYPE,ENTITY,synthetic,
419725,426509,SAME_TYPE,ENTITY,synthetic,
419725,42676113,SAME_TYPE,ENTITY,synthetic,
419725,42703173,SAME_TYPE,ENTITY,synthetic,
419725,42629029,SAME_TYPE,ENTITY,synthetic,
419725,428156,SAME_TYPE,ENTITY,synthetic,
419725,4282331,SAME_TYPE,ENTITY,synthetic,
419725,427516,SAME_TYPE,ENTITY,synthetic,
419725,42760,SAME_TYPE,ENTITY,synthetic,
419725,42783540,SAME_TYPE,ENTITY,synthetic,
419735,42053995,SAME_TYPE,ENTITY,synthetic,
419735,420618,SAME_TYPE,ENTITY,synthetic,
419735,42064801,SAME_TYPE,ENTITY,synthetic,
419735,421717,SAME_TYPE,ENTITY,synthetic,
419735,421860,SAME_TYPE,ENTITY,synthetic,
419735,421896,SAME_TYPE,ENTITY,synthetic,
419735,422557,SAME_TYPE,ENTITY,synthetic,
419735,42266980,SAME_TYPE,ENTITY,synthetic,
419735,42410849,SAME_TYPE,ENTITY,synthetic,
419735,42433646,SAME_TYPE,ENTITY,synthetic,
419735,42508934,SAME_TYPE,ENTITY,synthetic,
419735,42683614,SAME_TYPE,ENTITY,synthetic,
419735,42690068,SAME_TYPE,ENTITY,synthetic,
419735,4280395,SAME_TYPE,ENTITY,synthetic,
419735,427628,SAME_TYPE,ENTITY,synthetic,
419735,42773458,SAME_TYPE,ENTITY,synthetic,
419735,42972401,SAME_TYPE,ENTITY,synthetic,
419735,42980855,SAME_TYPE,ENTITY,synthetic,
419735,43003219,SAME_TYPE,ENTITY,synthetic,
41985844,42064801,SAME_TYPE,ENTITY,synthetic,
41985844,42162738,SAME_TYPE,ENTITY,synthetic,
41985844,42165259,SAME_TYPE,ENTITY,synthetic,
41985844,42189104,SAME_TYPE,ENTITY,synthetic,
41985844,42266980,SAME_TYPE,ENTITY,synthetic,
41985844,422721,SAME_TYPE,ENTITY,synthetic,
41985844,423833,SAME_TYPE,ENTITY,synthetic,
41985844,42419933,SAME_TYPE,ENTITY,synthetic,
41985844,424206,SAME_TYPE,ENTITY,synthetic,
41985844,42456331,SAME_TYPE,ENTITY,synthetic,
41985844,4249765,SAME_TYPE,ENTITY,synthetic,
41985844,4249942,SAME_TYPE,ENTITY,synthetic,
41985844,42504802,SAME_TYPE,ENTITY,synthetic,
41985844,42508934,SAME_TYPE,ENTITY,synthetic,
41985844,42509590,SAME_TYPE,ENTITY,synthetic,
41985844,42321260,SAME_TYPE,ENTITY,synthetic,
41985844,426509,SAME_TYPE,ENTITY,synthetic,
41985844,426549,SAME_TYPE,ENTITY,synthetic,
41985844,42657825,SAME_TYPE,ENTITY,synthetic,
41985844,42703173,SAME_TYPE,ENTITY,synthetic,
41985844,4279567,SAME_TYPE,ENTITY,synthetic,
41985844,4280395,SAME_TYPE,ENTITY,synthetic,
41985844,428156,SAME_TYPE,ENTITY,synthetic,
41994263,42055230,SAME_TYPE,ENTITY,synthetic,
41994263,420595,SAME_TYPE,ENTITY,synthetic,
41994263,42090008,SAME_TYPE,ENTITY,synthetic,
41994263,42165259,SAME_TYPE,ENTITY,synthetic,
41994263,42166088,SAME_TYPE,ENTITY,synthetic,
41994263,421860,SAME_TYPE,ENTITY,synthetic,
41994263,42187699,SAME_TYPE,ENTITY,synthetic,
41994263,42189409,SAME_TYPE,ENTITY,synthetic,
41994263,42194331,SAME_TYPE,ENTITY,synthetic,
41994263,42197189,SAME_TYPE,ENTITY,synthetic,
41994263,42271,SAME_TYPE,ENTITY,synthetic,
41994263,423833,SAME_TYPE,ENTITY,synthetic,
41994263,42410849,SAME_TYPE,ENTITY,synthetic,
41994263,42379647,SAME_TYPE,ENTITY,synthetic,
41994263,42521661,SAME_TYPE,ENTITY,synthetic,
41994263,42523128,SAME_TYPE,ENTITY,synthetic,
41994263,42321260,SAME_TYPE,ENTITY,synthetic,
41994263,42684039,SAME_TYPE,ENTITY,synthetic,
41994263,428156,SAME_TYPE,ENTITY,synthetic,
41994263,42747621,SAME_TYPE,ENTITY,synthetic,
41994263,427536,SAME_TYPE,ENTITY,synthetic,
41994263,42972262,SAME_TYPE,ENTITY,synthetic,
41994263,42978254,SAME_TYPE,ENTITY,synthetic,
42005270,42064801,SAME_TYPE,ENTITY,synthetic,
42005270,42091301,SAME_TYPE,ENTITY,synthetic,
42005270,421206,SAME_TYPE,ENTITY,synthetic,
42005270,42162738,SAME_TYPE,ENTITY,synthetic,
42005270,42165259,SAME_TYPE,ENTITY,synthetic,
42005270,42166088,SAME_TYPE,ENTITY,synthetic,
42005270,4218310,SAME_TYPE,ENTITY,synthetic,
42005270,421860,SAME_TYPE,ENTITY,synthetic,
42005270,42189104,SAME_TYPE,ENTITY,synthetic,
42005270,42266980,SAME_TYPE,ENTITY,synthetic,
42005270,42271,SAME_TYPE,ENTITY,synthetic,
42005270,42275214,SAME_TYPE,ENTITY,synthetic,
42005270,42419933,SAME_TYPE,ENTITY,synthetic,
42005270,42428263,SAME_TYPE,ENTITY,synthetic,
42005270,42434240,SAME_TYPE,ENTITY,synthetic,
42005270,42456331,SAME_TYPE,ENTITY,synthetic,
42005270,42504802,SAME_TYPE,ENTITY,synthetic,
42005270,42535,SAME_TYPE,ENTITY,synthetic,
42005270,42544362,SAME_TYPE,ENTITY,synthetic,
42005270,42545364,SAME_TYPE,ENTITY,synthetic,
42005270,42292727,SAME_TYPE,ENTITY,synthetic,
42005270,426549,SAME_TYPE,ENTITY,synthetic,
42005270,42683614,SAME_TYPE,ENTITY,synthetic,
42005270,42703173,SAME_TYPE,ENTITY,synthetic,
42005270,42620145,SAME_TYPE,ENTITY,synthetic,
42005270,42629029,SAME_TYPE,ENTITY,synthetic,
42005270,4280395,SAME_TYPE,ENTITY,synthetic,
42005270,42750382,SAME_TYPE,ENTITY,synthetic,
42005270,427516,SAME_TYPE,ENTITY,synthetic,
42048570,421206,SAME_TYPE,ENTITY,synthetic,
42048570,42164534,SAME_TYPE,ENTITY,synthetic,
42048570,421717,SAME_TYPE,ENTITY,synthetic,
42048570,42187699,SAME_TYPE,ENTITY,synthetic,
42048570,42189409,SAME_TYPE,ENTITY,synthetic,
42048570,42199196,SAME_TYPE,ENTITY,synthetic,
42048570,42275214,SAME_TYPE,ENTITY,synthetic,
42048570,4238484,SAME_TYPE,ENTITY,synthetic,
42048570,42405088,SAME_TYPE,ENTITY,synthetic,
42048570,42121191,SAME_TYPE,ENTITY,synthetic,
42048570,42379647,SAME_TYPE,ENTITY,synthetic,
42048570,42460866,SAME_TYPE,ENTITY,synthetic,
42048570,4249942,SAME_TYPE,ENTITY,synthetic,
42048570,42523128,SAME_TYPE,ENTITY,synthetic,
42048570,42629029,SAME_TYPE,ENTITY,synthetic,
42048570,428156,SAME_TYPE,ENTITY,synthetic,
42048570,4282331,SAME_TYPE,ENTITY,synthetic,
42048570,42750382,SAME_TYPE,ENTITY,synthetic,
42048570,42760,SAME_TYPE,ENTITY,synthetic,
42048570,42984245,SAME_TYPE,ENTITY,synthetic,
42052337,42053995,SAME_TYPE,ENTITY,synthetic,
42052337,420595,SAME_TYPE,ENTITY,synthetic,
42052337,421206,SAME_TYPE,ENTITY,synthetic,
42052337,42164534,SAME_TYPE,ENTITY,synthetic,
42052337,42187699,SAME_TYPE,ENTITY,synthetic,
42052337,42205304,SAME_TYPE,ENTITY,synthetic,
42052337,422721,SAME_TYPE,ENTITY,synthetic,
42052337,4238484,SAME_TYPE,ENTITY,synthetic,
42052337,42253272,SAME_TYPE,ENTITY,synthetic,
42052337,42602167,SAME_TYPE,ENTITY,synthetic,
42052337,42293225,SAME_TYPE,ENTITY,synthetic,
42052337,42653583,SAME_TYPE,ENTITY,synthetic,
42052337,42657825,SAME_TYPE,ENTITY,synthetic,
42052337,426595,SAME_TYPE,ENTITY,synthetic,
42052337,42703173,SAME_TYPE,ENTITY,synthetic,
42052337,42619722,SAME_TYPE,ENTITY,synthetic,
42052337,42629769,SAME_TYPE,ENTITY,synthetic,
42052337,42803906,SAME_TYPE,ENTITY,synthetic,
42052337,4280395,SAME_TYPE,ENTITY,synthetic,
42052337,4280465,SAME_TYPE,ENTITY,synthetic,
42052337,42972401,SAME_TYPE,ENTITY,synthetic,
42052337,42980855,SAME_TYPE,ENTITY,synthetic,
42052337,43003219,SAME_TYPE,ENTITY,synthetic,
42053995,42091269,SAME_TYPE,ENTITY,synthetic,
42053995,42162738,SAME_TYPE,ENTITY,synthetic,
42053995,421860,SAME_TYPE,ENTITY,synthetic,
42053995,42268800,SAME_TYPE,ENTITY,synthetic,
42053995,423809,SAME_TYPE,ENTITY,synthetic,
42053995,42406183,SAME_TYPE,ENTITY,synthetic,
42053995,42070430,SAME_TYPE,ENTITY,synthetic,
42053995,42121191,SAME_TYPE,ENTITY,synthetic,
42053995,42428263,SAME_TYPE,ENTITY,synthetic,
42053995,42504802,SAME_TYPE,ENTITY,synthetic,
42053995,42535,SAME_TYPE,ENTITY,synthetic,
42053995,42293225,SAME_TYPE,ENTITY,synthetic,
42053995,42320815,SAME_TYPE,ENTITY,synthetic,
42053995,42676113,SAME_TYPE,ENTITY,synthetic,
42053995,42697847,SAME_TYPE,ENTITY,synthetic,
42053995,42618611,SAME_TYPE,ENTITY,synthetic,
42053995,42629769,SAME_TYPE,ENTITY,synthetic,
42053995,4279567,SAME_TYPE,ENTITY,synthetic,
42053995,42801205,SAME_TYPE,ENTITY,synthetic,
42053995,4282331,SAME_TYPE,ENTITY,synthetic,
42055230,42091301,SAME_TYPE,ENTITY,synthetic,
42055230,42178545,SAME_TYPE,ENTITY,synthetic,
42055230,42189104,SAME_TYPE,ENTITY,synthetic,
42055230,42197189,SAME_TYPE,ENTITY,synthetic,
42055230,42256448,SAME_TYPE,ENTITY,synthetic,
42055230,42410849,SAME_TYPE,ENTITY,synthetic,
42055230,42070430,SAME_TYPE,ENTITY,synthetic,
42055230,42428263,SAME_TYPE,ENTITY,synthetic,
42055230,42460866,SAME_TYPE,ENTITY,synthetic,
42055230,4249765,SAME_TYPE,ENTITY,synthetic,
42055230,42523128,SAME_TYPE,ENTITY,synthetic,
42055230,42545364,SAME_TYPE,ENTITY,synthetic,
42055230,426509,SAME_TYPE,ENTITY,synthetic,
42055230,42654916,SAME_TYPE,ENTITY,synthetic,
42055230,4279567,SAME_TYPE,ENTITY,synthetic,
42055230,42798679,SAME_TYPE,ENTITY,synthetic,
42055230,427516,SAME_TYPE,ENTITY,synthetic,
42055230,42779199,SAME_TYPE,ENTITY,synthetic,
420595,42064801,SAME_TYPE,ENTITY,synthetic,
420595,42166088,SAME_TYPE,ENTITY,synthetic,
420595,42256685,SAME_TYPE,ENTITY,synthetic,
420595,42403762,SAME_TYPE,ENTITY,synthetic,
420595,42406183,SAME_TYPE,ENTITY,synthetic,
420595,42410849,SAME_TYPE,ENTITY,synthetic,
420595,42162273,SAME_TYPE,ENTITY,synthetic,
420595,42284392,SAME_TYPE,ENTITY,synthetic,
420595,42433646,SAME_TYPE,ENTITY,synthetic,
420595,42434240,SAME_TYPE,ENTITY,synthetic,
420595,42456331,SAME_TYPE,ENTITY,synthetic,
420595,42544362,SAME_TYPE,ENTITY,synthetic,
420595,42653583,SAME_TYPE,ENTITY,synthetic,
420595,42654916,SAME_TYPE,ENTITY,synthetic,
420595,42629029,SAME_TYPE,ENTITY,synthetic,
420595,42629769,SAME_TYPE,ENTITY,synthetic,
420595,42795668,SAME_TYPE,ENTITY,synthetic,
420595,42748130,SAME_TYPE,ENTITY,synthetic,
420595,42773458,SAME_TYPE,ENTITY,synthetic,
420595,42972401,SAME_TYPE,ENTITY,synthetic,
420618,42063961,SAME_TYPE,ENTITY,synthetic,
420618,42188417,SAME_TYPE,ENTITY,synthetic,
420618,42275214,SAME_TYPE,ENTITY,synthetic,
420618,4238484,SAME_TYPE,ENTITY,synthetic,
420618,42253272,SAME_TYPE,ENTITY,synthetic,
420618,42490512,SAME_TYPE,ENTITY,synthetic,
420618,42428263,SAME_TYPE,ENTITY,synthetic,
420618,42297368,SAME_TYPE,ENTITY,synthetic,
420618,42321260,SAME_TYPE,ENTITY,synthetic,
420618,42697847,SAME_TYPE,ENTITY,synthetic,
420618,42620145,SAME_TYPE,ENTITY,synthetic,
420618,42629769,SAME_TYPE,ENTITY,synthetic,
420618,4279567,SAME_TYPE,ENTITY,synthetic,
420618,42798679,SAME_TYPE,ENTITY,synthetic,
420618,42750382,SAME_TYPE,ENTITY,synthetic,
420618,42773458,SAME_TYPE,ENTITY,synthetic,
42062675,42064801,SAME_TYPE,ENTITY,synthetic,
42062675,42165259,SAME_TYPE,ENTITY,synthetic,
42062675,421717,SAME_TYPE,ENTITY,synthetic,
42062675,421860,SAME_TYPE,ENTITY,synthetic,
42062675,42189104,SAME_TYPE,ENTITY,synthetic,
42062675,422557,SAME_TYPE,ENTITY,synthetic,
42062675,423833,SAME_TYPE,ENTITY,synthetic,
42062675,42121191,SAME_TYPE,ENTITY,synthetic,
42062675,42490512,SAME_TYPE,ENTITY,synthetic,
42062675,42420470,SAME_TYPE,ENTITY,synthetic,
42062675,424274,SAME_TYPE,ENTITY,synthetic,
42062675,42434240,SAME_TYPE,ENTITY,synthetic,
42062675,4249765,SAME_TYPE,ENTITY,synthetic,
42062675,42504802,SAME_TYPE,ENTITY,synthetic,
42062675,42509590,SAME_TYPE,ENTITY,synthetic,
42062675,42525316,SAME_TYPE,ENTITY,synthetic,
42062675,42292727,SAME_TYPE,ENTITY,synthetic,
42062675,42293225,SAME_TYPE,ENTITY,synthetic,
42062675,42297368,SAME_TYPE,ENTITY,synthetic,
42062675,426549,SAME_TYPE,ENTITY,synthetic,
42062675,42629029,SAME_TYPE,ENTITY,synthetic,
42062675,42799242,SAME_TYPE,ENTITY,synthetic,
42062675,4280465,SAME_TYPE,ENTITY,synthetic,
42062675,42972262,SAME_TYPE,ENTITY,synthetic,
42063961,421860,SAME_TYPE,ENTITY,synthetic,
42063961,421896,SAME_TYPE,ENTITY,synthetic,
42063961,42256448,SAME_TYPE,ENTITY,synthetic,
42063961,42392107,SAME_TYPE,ENTITY,synthetic,
42063961,42121191,SAME_TYPE,ENTITY,synthetic,
42063961,42707362,SAME_TYPE,ENTITY,synthetic,
42063961,42419933,SAME_TYPE,ENTITY,synthetic,
42063961,42433646,SAME_TYPE,ENTITY,synthetic,
42063961,42456331,SAME_TYPE,ENTITY,synthetic,
42063961,42521661,SAME_TYPE,ENTITY,synthetic,
42063961,42653583,SAME_TYPE,ENTITY,synthetic,
42063961,42683614,SAME_TYPE,ENTITY,synthetic,
42063961,428181,SAME_TYPE,ENTITY,synthetic,
42063961,42972262,SAME_TYPE,ENTITY,synthetic,
42064801,421860,SAME_TYPE,ENTITY,synthetic,
42064801,421896,SAME_TYPE,ENTITY,synthetic,
42064801,42268800,SAME_TYPE,ENTITY,synthetic,
42064801,42405088,SAME_TYPE,ENTITY,synthetic,
42064801,42070430,SAME_TYPE,ENTITY,synthetic,
42064801,42121191,SAME_TYPE,ENTITY,synthetic,
42064801,42379647,SAME_TYPE,ENTITY,synthetic,
42064801,42433646,SAME_TYPE,ENTITY,synthetic,
42064801,42545364,SAME_TYPE,ENTITY,synthetic,
42064801,42657825,SAME_TYPE,ENTITY,synthetic,
42064801,42683614,SAME_TYPE,ENTITY,synthetic,
42064801,42703173,SAME_TYPE,ENTITY,synthetic,
42064801,42620145,SAME_TYPE,ENTITY,synthetic,
42064801,42801205,SAME_TYPE,ENTITY,synthetic,
